Deal Announce Date,Previous Year,Acquirer Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_10_Date,T_minus_10_Price,T_plus_10_Date,T_plus_10_Price,Market_Cap_AD_mil,ROA_percent,Acquirer_GHG_Emissions,Deal Status
23-03-2017,2016,TUSK,Mammoth Energy Services Inc,Chieftain Sand & Proppant LLC,,36,,10-03-2017,18.44,03-04-2017,21.09,945.6,-5.43,4202.869125,Completed
21-03-2017,2016,TUSK,Mammoth Energy Services Inc,Sturgeon Acquisitions LLC,"Gulfport Energy Operating Corp,Wexford Capital LP,Rhino Resource Partners LP",,,10-03-2017,18.44,31-03-2017,21.04,925.83,-5.43,4202.869125,Completed
15-03-2017,2016,EPD,Enterprise Products Partners LP,Azure natural gas gathering system,Azure Midstream Partners LP,189,,03-03-2017,15.71,27-03-2017,15.04,33173.8,1.89,947.1294055,Completed
13-03-2017,2016,NEXT,NextDecade Corp,NextDecade LLC,"York Capital Management LP,Valinor Management LP,Halcyon Energy Corp Pte Ltd",,,02-03-2017,10.15,23-03-2017,10.2,2656.51,1.03,123.2248155,Completed
07-03-2017,2016,BN,Brookfield Corp,TerraForm Power Inc,,4724.71,17.98,24-02-2017,17.95,17-03-2017,17.96,26879.61,0.01,522582.2331,Completed
07-03-2017,2016,BN,Brookfield Corp,TerraForm Global Inc,,954.09,11.64,24-02-2017,17.95,17-03-2017,17.96,26879.61,0.01,522582.2331,Completed
07-03-2017,2016,EXTR,Extreme Networks Inc,Networking business of Avaya,Avaya Holdings Corp,100,,24-02-2017,6.44,17-03-2017,6.71,809.81,0.68,7344.559449,Completed
02-03-2017,2016,FANG,Diamondback Energy Inc,Brigham Resources LLC,"Yorktown Partners LLC (Fund: Yorktown Energy Partners IX LP),Warburg Pincus LLC (Fund: Warburg Pincus Private Equity XI LP),Pine Brook Road Partners LLC (Fund: Pine Brook Capital Partners II LP)",2550,,17-02-2017,85.59,13-03-2017,80.53,23896.84,1.6,229623.5737,Completed
01-03-2017,2016,MPLX,MPLX LP,Certain terminal pipeline & storage assets,Marathon Petroleum Corp,2015,,17-02-2017,18.08,13-03-2017,17.33,18382.68,2.93,305794.1672,Completed
22-02-2017,2016,SD,SandRidge Energy Inc,13100 acres in Stack Formation,"Red Mountain Energy Corp/United States,IOG Capital LP",,,10-02-2017,15.3,06-03-2017,14.23,564.44,4.51,170882.366,Completed
13-02-2017,2016,MPLX,MPLX LP,Ozark pipeline,Enbridge Energy Partners LP,220,,02-02-2017,17.78,23-02-2017,18.03,18522.9,2.93,305794.1672,Completed
10-02-2017,2016,SR,Spire Inc,PULS Inc,,,,30-01-2017,47.23,21-02-2017,47.86,2755.84,0.72,170808.9582,Completed
09-02-2017,2016,EQT,EQT Corp,53400 core net Marcellus acres,Talos Energy Inc,527,,27-01-2017,32.47,21-02-2017,31.6,19273.04,1.05,296670.931,Completed
01-02-2017,2016,OKE,ONEOK Inc,ONEOK Partners LP,,17377.65,11.54,20-01-2017,33.87,13-02-2017,33.3,20404.26,1.44,2500000.047,Completed
01-02-2017,2016,WEC,WEC Energy Group Inc,Bluewater gas storage facility,Plains All American Pipeline LP,230,,20-01-2017,44.87,13-02-2017,44.79,13944.44,0.96,14590963.61,Completed
27-01-2017,2016,ENB,Enbridge Inc,Midcoast Energy Partners LP,Enbridge Energy Partners LP,170.21,200.98,13-01-2017,27.63,06-02-2017,27.5,59878.39,0.27,2530543.531,Completed
19-01-2017,2016,ED,Consolidated Edison Inc,Juhl Energy Services Inc,Juhl Energy Inc,,,06-01-2017,54.85,30-01-2017,54.35,18901.8,0.44,3103618.47,Completed
19-01-2017,2016,ED,Consolidated Edison Inc,Ross Solar Group LLC,,,,06-01-2017,54.85,30-01-2017,54.35,18901.8,0.44,3103618.47,Completed
17-01-2017,2016,XOM,Exxon Mobil Corp,Unnamed Target,,5600,,06-01-2017,60.75,27-01-2017,58.7,260221.3,1.68,120041438.1,Completed
10-01-2017,2016,DUK,Duke Energy Corp,"Rio Bravo I/CA,Rio Bravo II/CA,Wildwood Solar II/CA",SunPower Corp,,,30-12-2016,55.12,20-01-2017,54.91,42177.7,0.65,97942420.64,Completed
09-01-2017,2016,FET,Forum Energy Technologies Inc,Cooper Valves LP,,14.5,,29-12-2016,440,19-01-2017,455,5699.64,-1.52,7947.946342,Completed
05-01-2017,2016,BLDP,Ballard Power Systems Inc,Ballard Power Systems Europe A/S,Dansk Industri Invest A/S,,,23-12-2016,1.76,17-01-2017,1.91,523.99,-24.69,3059.85723,Completed
04-01-2017,2016,AR,Antero Resources Corp,Ohio Utica assets/Warrior South Area,Rex Energy Corp,30,,23-12-2016,24.27,17-01-2017,25.45,7664.36,0.82,434856.2747,Completed
03-01-2017,2016,ORA,Ormat Technologies Inc,Viridity Energy Inc,"Private Investor,Braemar Energy Ventures (Fund: Braemar Energy Ventures II LP),AltEnergy LLC,Intel Capital Corp (Fund: Intel Capital AppUp Fund)",35,,23-12-2016,49.89,13-01-2017,50.12,3030.44,0.72,230505.4572,Completed
20-12-2016,2015,ATO,Atmos Energy Corp,Natural gas transportation pipeline,EnLink Midstream Partners LP,,,09-12-2016,60.14,30-12-2016,60.89,9700.27,1.33,450922.1514,Completed
15-12-2016,2015,CAT,Caterpillar Inc,Kemper Valve & Fittings Corp,,,,02-12-2016,78.43,27-12-2016,77.94,37242.9,3.18,454500.0632,Completed
14-12-2016,2015,FANG,Diamondback Energy Inc,"Brigham Resources Operating LLC,Brigham Resources Midstream LLC",,2408.02,,02-12-2016,86,27-12-2016,82.59,23365.13,1.6,110412.3509,Completed
14-12-2016,2015,FCEL,FuelCell Energy Inc,1.4 MW Fuel cell power plant/US,,,,02-12-2016,720,27-12-2016,720,14462.36,-4.39,5565.799712,Completed
13-12-2016,2015,PTEN,Patterson-UTI Energy Inc,Seventy Seven Energy Inc,,1363.9,,02-12-2016,24.63,23-12-2016,23.42,9051.86,-0.88,173556.5501,Completed
23-11-2016,2015,BTE,Baytex Energy Corp,Oil Sands Leases/Alberta,,48.2,,11-11-2016,3.66,05-12-2016,4.54,3033.08,2.43,1236120.962,Completed
22-11-2016,2015,BTE,Baytex Energy Corp,Heavy oil assets/Peace River,,48.28,,11-11-2016,3.66,02-12-2016,4.46,3148.26,2.43,1236120.962,Completed
21-11-2016,2015,PEG,Public Service Enterprise Group Inc,Northampton County solar energy facility/ North Carolina,BayWa r.e. GmbH,12.94,,10-11-2016,30.1,01-12-2016,30.85,15364.7,0.52,16582138.45,Completed
18-11-2016,2015,ALE,ALLETE Inc,Water & Energy Systems Technology Inc,,,,07-11-2016,43.55,28-11-2016,46.76,2577.55,0.75,7939111.427,Completed
15-11-2016,2015,SM,SM Energy Co,Producing properties & Undeveloped leasehold interests/Howard County,,,,04-11-2016,28.48,25-11-2016,33.02,3674.92,2.2,244725.7206,Completed
08-11-2016,2015,EMR,Emerson Electric Co,Blending & Transfer Systems business,TechnipFMC PLC,,,28-10-2016,40.18,18-11-2016,43.9,23443.9,1.37,186051.8638,Completed
04-11-2016,2015,BKH,Black Hills Corp,Peak View Wind project,,109,,24-10-2016,44.29,14-11-2016,43.31,3201.63,0.98,3953611.076,Completed
01-11-2016,2015,CCI,Crown Castle Inc,"Unnamed Target,Fibernet Direct Florida LLC",NextEra Energy Inc,1500,,21-10-2016,67.89,11-11-2016,58.83,27956.48,0.8,16283.71678,Completed
01-11-2016,2015,OXY,Occidental Petroleum Corp,Enhanced Oil Recovery Assets/Texas,,,,21-10-2016,58.88,11-11-2016,51.25,51100.93,-0.15,9278730.312,Completed
31-10-2016,2015,CNP,CenterPoint Energy Inc,Atmos Energy Marketing LLC,Atmos Energy Corp,40,,20-10-2016,17.19,10-11-2016,17.54,11272.82,0.57,1454324.086,Completed
31-10-2016,2015,NEE,NextEra Energy Inc,Oncor Electric Delivery Co LLC,Texas Energy Future Capital Holdings LLC,27,6.93,20-10-2016,25.12,10-11-2016,23.28,53273.16,0.63,49669111.59,Completed
25-10-2016,2015,EQT,EQT Corp,Trans Energy Inc,,47.18,,14-10-2016,34.12,04-11-2016,32.04,19617.81,1.05,274827.9919,Completed
25-10-2016,2015,EQT,EQT Corp,35 Marcellus wells,"Trans Energy Inc,Alpha Natural Resources Inc",,,14-10-2016,34.12,04-11-2016,32.04,19617.81,1.05,274827.9919,Completed
19-10-2016,2015,OII,Oceaneering International Inc,Blue Ocean Technologies LLC,,30,,07-10-2016,27.18,31-10-2016,23.25,2678.63,2.4,50457.66,Completed
18-10-2016,2015,SM,SM Energy Co,35700 acres in the Midland Basin/West Texas/US,Qstar LLC,1607.27,,07-10-2016,36.43,28-10-2016,32.09,4142.11,2.2,244725.7206,Completed
18-10-2016,2015,CHRD,Chord Energy Corp,Williston Basin assets/Texas,SM Energy Co,765.8,,07-10-2016,7.46,28-10-2016,7.57,415.42,1.62,179568.8143,Completed
12-10-2016,2015,SUN,Sunoco LP,Retail convenience store assets & wholesale fuel business,Denny Oil Co,53,,30-09-2016,13.03,24-10-2016,13.18,1747.62,0.72,14512.08629,Completed
07-10-2016,2015,SRE,Sempra,Spire Mississippi Inc,,,,26-09-2016,42.38,17-10-2016,40.24,25765.22,0.7,8239048.483,Completed
26-09-2016,2015,TRP,TC Energy Corp,Columbia Pipeline Partners LP,,2155.05,3.21,15-09-2016,29.76,06-10-2016,29.93,31143.78,0.84,13100004.45,Completed
26-09-2016,2015,DTE,DTE Energy Co,"Stonewall Gas Gathering LLC,Appalachia Gathering system","M3 Midstream LLC,Vega Energy Partners LLC",1300,,15-09-2016,59.79,06-10-2016,59.72,12969.26,0.6,17111595.38,Completed
15-09-2016,2015,NRG,NRG Energy Inc,Wind and solar assets,SunEdison Inc,144,,02-09-2016,9.92,26-09-2016,9.36,1834.38,2.68,89490677.95,Completed
14-09-2016,2015,PTEN,Patterson-UTI Energy Inc,Warrior Rig Ltd,,,,02-09-2016,17.29,26-09-2016,16.68,6240.43,-0.88,173556.5501,Completed
09-09-2016,2015,TTE,TotalEnergies SE,Upstream Barnett Shale Assets,Expand Energy Corp,420,,29-08-2016,29.11,19-09-2016,27.97,65538.97,0.81,41752429.9,Completed
07-09-2016,2015,DUK,Duke Energy Corp,4.7 MW solar farms/Georgia,SolAmerica Energy LLC,,,26-08-2016,56.11,19-09-2016,56.49,43905.11,0.65,109613737.1,Completed
06-09-2016,2015,ENB,Enbridge Inc,Spectra Energy Corp,,42223.61,19.8,26-08-2016,25.28,16-09-2016,27.95,59363.75,0.27,1799858.029,Completed
06-09-2016,2015,EOG,EOG Resources Inc,Yates Petroleum Corp,,2393.44,,26-08-2016,68.75,16-09-2016,69.35,40663.71,2.65,5191570.954,Completed
26-08-2016,2015,CVX,Chevron Corp,SKIL businesses/North America & Europe,Robert Bosch Stiftung GmbH,,,15-08-2016,70.96,06-09-2016,71.47,124461.47,1.26,58701000.07,Completed
17-08-2016,2015,SHEL,Shell PLC,2 properties/Potter,,0.65,,05-08-2016,32.7,29-08-2016,33.06,101473.54,1.09,71999834.78,Completed
15-08-2016,2015,SHEL,Shell PLC,2 properties in Potter & Center townships,,5.5,,04-08-2016,32.67,25-08-2016,33.02,99856.48,1.09,71999834.78,Completed
09-08-2016,2015,EXC,Exelon Corp,James A. FitzPatrick nuclear power plant/Scriba,Entergy Corp,110,,29-07-2016,19.56,19-08-2016,18.19,18906.06,0.6,7677225.796,Completed
08-08-2016,2015,SM,SM Energy Co,Rock Oil Holdings LLC,Riverstone Holdings LLC,980,,28-07-2016,23.98,18-08-2016,33.97,3293.75,2.2,244725.7206,Completed
01-08-2016,2015,TSLA,Tesla Inc,Tesla Energy Operations Inc/DE,,5319.16,,21-07-2016,14.7,11-08-2016,14.99,49322.12,1.93,51882.65396,Completed
01-08-2016,2015,RIG,Transocean Ltd,Transocean Partners LLC,,240.96,17.91,21-07-2016,12.13,11-08-2016,10.37,9008.59,0.04,1041609.654,Completed
01-08-2016,2015,AR,Antero Resources Corp,Non-core Southern Marcellus onshore assets/US,Equinor ASA,96,,21-07-2016,26.14,11-08-2016,26.94,8044,0.82,379811.0321,Completed
27-07-2016,2015,EXC,Exelon Corp,Retail electricity & natural gas business,Consolidated Edison Inc,,,15-07-2016,19.14,08-08-2016,18.94,19296.31,0.6,7677225.796,Completed
26-07-2016,2015,DUK,Duke Energy Corp,Intercession P11,Southern Co/The,,,15-07-2016,59.02,05-08-2016,58.54,46273.57,0.65,109613737.1,Completed
13-07-2016,2015,FANG,Diamondback Energy Inc,Southern Delaware basin assets,Luxe Energy LLC,560,,01-07-2016,72,25-07-2016,67.87,20955.19,1.6,110412.3509,Completed
12-07-2016,2015,VLO,Valero Energy Corp,Parkway Pipeline LLC,Kinder Morgan Inc,,,01-07-2016,36,22-07-2016,34.91,10858.44,0.47,27368226.39,Completed
05-07-2016,2015,XIFR,XPLR Infrastructure LP,"199-MW Cedar Bluff Wind Energy Center/Kansas,86-MW Golden Hills Wind Energy Center/California",NextEra Energy Inc,565,,24-06-2016,17.98,15-07-2016,19.49,1803.99,-0.56,2810.197354,Completed
30-06-2016,2015,VRN,Veren Inc,"Flat lake resource assets,Waterflood assets",Husky Energy Inc,185.8,,17-06-2016,12.34,11-07-2016,12.1,7761.95,1.25,2760128.652,Completed
28-06-2016,2015,MDU,MDU Resources Group Inc,Dakota Prairie Refining LLC,Calumet Specialty Products Partners LP,28.5,,17-06-2016,6.36,08-07-2016,6.55,1284.95,0.78,2205069.255,Completed
28-06-2016,2015,EPD,Enterprise Products Partners LP,Gas Plant,BP PLC,,,17-06-2016,14.83,08-07-2016,15.54,32929.48,1.89,851.6391412,Completed
28-06-2016,2015,RBA,RB Global Inc,Sheehan Pipe Line Construction Co,Integrated Pipeline Services Inc,,,17-06-2016,27.61,08-07-2016,29.29,5080.84,1,11059.9264,Completed
23-06-2016,2015,SUN,Sunoco LP,Emerge's fuels business,Emerge Energy Services LP,178.5,,10-06-2016,12.89,05-07-2016,12.67,1836.5,0.72,14512.08629,Completed
20-06-2016,2015,NEE,NextEra Energy Inc,Indiantown Cogeneration LP,Calypso Energy Holdings LLC,,,09-06-2016,24.91,30-06-2016,26.2,51346.97,0.63,49669111.59,Completed
16-06-2016,2015,BLK,BlackRock Inc,211-megawatt wind farm,General Electric Co,,,03-06-2016,289.72,27-06-2016,257.61,42488.17,1.2,4846.3861,Completed
13-06-2016,2015,PWR,Quanta Services Inc,TC Backhoe & Directional LP,Enterprise Group Inc,13.23,,02-06-2016,23.21,23-06-2016,23.68,3350.16,1.63,182157.3358,Completed
09-06-2016,2015,AR,Antero Resources Corp,Portion of Marcellus Shale Property,Southwestern Energy Co,450,,27-05-2016,28.02,20-06-2016,28.24,9130.02,0.82,379811.0321,Completed
31-05-2016,2015,EVRG,Evergy Inc,Great Plains Energy Inc,,8739.61,9.54,20-05-2016,38.42,10-06-2016,41.62,9502.65,0.24,18226228.43,Completed
16-05-2016,2015,RRC,Range Resources Corp,Range Resources-Louisiana Inc,,4287.41,,05-05-2016,40.3,26-05-2016,39.53,8640.19,1.29,287697.971,Completed
02-05-2016,2015,EQT,EQT Corp,Statoil gas production assets,Equinor ASA,407,,21-04-2016,33.8,12-05-2016,35.71,20896.26,1.05,274827.9919,Completed
02-05-2016,2015,DUK,Duke Energy Corp,6 North Carolina Solar Projects,Community Energy Solar LLC,,,21-04-2016,52.51,12-05-2016,55.77,42156.65,0.65,109613737.1,Completed
02-05-2016,2015,EXC,Exelon Corp,Integrated Demand Resources Business,Johnson Controls Inc,,,21-04-2016,17.34,12-05-2016,18.6,18338.08,0.6,7677225.796,Completed
29-04-2016,2015,DNOW,DNOW Inc,"Power Service Inc/WY,Industrial Tool & Repair Inc",,,,18-04-2016,17.43,09-05-2016,16.92,1908.71,1.42,71882.98705,Completed
27-04-2016,2015,SU,Suncor Energy Inc,Syncrude Canada Ltd,Murphy Oil Corp,741.54,,15-04-2016,20.44,09-05-2016,18.74,25927.14,0.91,9604343.93,Completed
15-04-2016,2015,SUN,Sunoco LP,Convenience store portfolio,Valentine Stores Inc,76.4,,04-04-2016,13.61,25-04-2016,15.05,1905.24,0.72,14512.08629,Completed
13-04-2016,2015,SUN,Sunoco LP,"Rattlers C-Store Chain,Wholesale Motor Fuel Distribution Business/Kolkhorst Petroleum",Kolkhorst Petroleum Co,,,01-04-2016,13.82,25-04-2016,15.05,1959.36,0.72,14512.08629,Completed
12-04-2016,2015,XEL,Xcel Energy Inc,"Rush Creek Wind Energy LLC,Rush Creek Wind Energy II LLC",Invenergy Wind Development North America LLC,,,01-04-2016,32.08,22-04-2016,29.87,18011.82,0.66,51570167.38,Completed
06-04-2016,2015,DUK,Duke Energy Corp,Two solar projects/North Carolina,ET Capital Ltd,,,24-03-2016,54.85,18-04-2016,55.3,42380.94,0.65,109613737.1,Completed
18-03-2016,2015,MFC,Manulife Financial Corp,475 MW Kings Mountain gas-fired generating plant,Nord-Trondelag Elektrisitetsverk FKF,,,07-03-2016,9.56,28-03-2016,9.69,16741.68,0.17,377899.1068,Completed
17-03-2016,2015,TRP,TC Energy Corp,Columbia Pipeline Group Inc,,12026.25,18,04-03-2016,23.04,28-03-2016,23.68,24645.22,0.84,13100004.45,Completed
15-03-2016,2015,MPLX,MPLX LP,Inland marine assets,Marathon Petroleum Corp,580.81,,04-03-2016,11.91,28-03-2016,11.86,12638.22,2.93,84332.06001,Completed
23-02-2016,2015,EIX,Edison International,Eneractive Solutions LLC,,,,12-02-2016,43.43,04-03-2016,47.61,17593.13,0.48,2399999.077,Completed
23-02-2016,2015,EIX,Edison International,Delta Energy Services LLC,,,,12-02-2016,43.43,04-03-2016,47.61,17593.13,0.48,2399999.077,Completed
22-02-2016,2015,SU,Suncor Energy Inc,Canadian Oil Sands Ltd,,488.07,7.08,11-02-2016,15.29,03-03-2016,18.23,22048.35,0.91,9604343.93,Completed
03-02-2016,2015,CLH,Clean Harbors Inc,Re-refinery facility/Churchill County,Vertex Energy Inc,35,,22-01-2016,42.28,16-02-2016,42.94,2358.93,1.14,1057619.725,Completed
02-02-2016,2015,PEG,Public Service Enterprise Group Inc,Martin County solar energy facility/North Carolina,EcoPlexus Inc,40,,22-01-2016,29.15,12-02-2016,30.62,15106.39,0.52,16582138.45,Completed
01-02-2016,2015,D,Dominion Energy Inc,Dominion Energy Questar Corp,,5965.44,9.98,21-01-2016,46.04,11-02-2016,46.52,40193.82,-0.07,30886040.39,Completed
29-01-2016,2015,CNP,CenterPoint Energy Inc,Continuum Retail Energy Services LLC,Continuum Energy LLC,77.5,,15-01-2016,12.64,08-02-2016,13.47,8512.19,0.57,1454324.086,Completed
27-01-2016,2015,ENB,Enbridge Inc,Montney natural gas assets/CA,Murphy Oil Corp,382.68,,15-01-2016,18.57,08-02-2016,20.42,42938.72,0.27,1799858.029,Completed
27-01-2016,2015,MUR,Murphy Oil Corp,Fossil fuel assets/Athabasca Oil Corp,Athabasca Oil Corp,345.69,,15-01-2016,12.36,08-02-2016,13.85,1906.14,0.52,1276170.635,Completed
20-01-2016,2015,EXC,Exelon Corp,Bluestream Wind Project,Sir Robert McAlpine Ltd,,,08-01-2016,14.32,01-02-2016,15.45,13859.43,0.6,7677225.796,Completed
11-01-2016,2015,ED,Consolidated Edison Inc,OCI Solar San Antonio 7 LLC,OCI Holdings Co Ltd,0.19,,31-12-2015,45.97,21-01-2016,48.42,16444.8,0.44,3195105.854,Completed
06-01-2016,2015,HON,Honeywell International Inc,UOP Russell LLC,,240,,24-12-2015,82.38,19-01-2016,76.62,52306.87,1.71,3521053.192,Completed
05-01-2016,2015,MDU,MDU Resources Group Inc,Thunder Spirit Wind Farm Phase I,ALLETE Inc,200,,24-12-2015,4.9,15-01-2016,4.38,993.16,0.78,2205069.255,Completed
31-12-2015,2014,EIX,Edison International,Altenex LLC,,,,18-12-2015,41.62,11-01-2016,41.63,16030.92,0.48,2399998.429,Completed
23-12-2015,2014,HE,Hawaiian Electric Industries Inc,Hamakua Energy Partners LP,Ares Management Corp,84.5,,11-12-2015,21.01,04-01-2016,21.63,3686.17,-0.59,6072777.477,Completed
21-12-2015,2014,HEI,HEICO Corp,Robertson Fuel Systems LLC,American Securities LLC,255,,10-12-2015,25.35,31-12-2015,27.46,1406.5,1.84,55351235.58,Completed
17-12-2015,2014,DNOW,DNOW Inc,Updike Supply Co,,,,04-12-2015,18.2,28-12-2015,15.68,1697.33,1.42,97738.82833,Completed
11-12-2015,2014,EQNR,Equinor ASA,Eagle Ford basin,Repsol SA,,,30-11-2015,9.02,21-12-2015,7.87,22149.31,1.69,16378832.41,Completed
07-12-2015,2014,DVN,Devon Energy Corp,"80 thousand net acres/Anadarko Basin,253 thousand net acres/Powder River Basin","Felix Energy LLC,Unknown Seller",2500,,25-11-2015,32.59,17-12-2015,20.71,16774.14,2.1,5937485.923,Completed
17-11-2015,2014,ALE,ALLETE Inc,A&W Technologies Inc,,9,,06-11-2015,34.96,27-11-2015,36.04,2086.98,0.75,8840069.805,Completed
16-11-2015,2014,SUN,Sunoco LP,"Sunoco LLC,Legacy Sunoco retail business/",ETP Legacy LP,2397.5,,05-11-2015,14.73,27-11-2015,15.74,1985.16,0.72,14686.52745,Completed
16-11-2015,2014,D,Dominion Energy Inc,80 MW Solar Facility,Iberdrola SA,,,05-11-2015,46.77,27-11-2015,45.28,39294.39,-0.07,31810838.45,Completed
12-11-2015,2014,GTE,Gran Tierra Energy Inc,Petroamerica Oil Corp,,85.77,,30-10-2015,24,23-11-2015,22.9,857.74,-2.07,144948.1306,Completed
11-11-2015,2014,TRMB,Trimble Inc,Telog Instruments Inc,,,,30-10-2015,22.75,23-11-2015,22.58,5520.49,0.41,37684.01463,Completed
26-10-2015,2014,DUK,Duke Energy Corp,Piedmont Natural Gas Co Inc,,6536.09,13.88,15-10-2015,49.4,05-11-2015,48.04,37717.24,0.65,126000000.5,Completed
22-10-2015,2014,DUK,Duke Energy Corp,Phoenix Energy Technologies Inc,"Bluff Point Associates Corp,Five Peaks Capital Management",,,09-10-2015,48.58,02-11-2015,48.53,39184.18,0.65,126000000.5,Completed
12-10-2015,2014,USDP,USD Partners LP,Casper Crude to Rail LLC,"Stonepeak Partners LP,Cogent Energy Solutions LLC,Granite Peak Industries Cos",225,,01-10-2015,3.62,22-10-2015,3.82,129.47,-2.68,1208.194481,Completed
08-10-2015,2014,TRP,TC Energy Corp,Ravenswood/Ironwood/Ocean State Power and Kibby Wind,Talen Energy Corp,657,,25-09-2015,20.17,19-10-2015,20.97,22550.65,0.84,12600000.69,Completed
05-10-2015,2014,SU,Suncor Energy Inc,Canadian Oil Sands Ltd,,4809.92,11.8,24-09-2015,18.59,15-10-2015,20.55,23509.02,0.91,9526346.235,Completed
05-10-2015,2014,XIFR,XPLR Infrastructure LP,Jericho Wind Energy Center/ON,NextEra Energy Resources LLC,504,,24-09-2015,13.93,15-10-2015,15.13,1357.08,-0.56,1882.15441,Completed
01-10-2015,2014,SUN,Sunoco LP,Hawaii assets of MFM Inc,MFM Inc,,,18-09-2015,14.41,12-10-2015,14.62,1895.73,0.72,14686.52745,Completed
30-09-2015,2014,BLK,BlackRock Inc,Longhorn Wind Project LLC,Electricite de France SA,,,18-09-2015,244.24,12-10-2015,249.61,36519.16,1.2,6093.509393,Completed
18-09-2015,2014,NEE,NextEra Energy Inc,Wind Development Assets,Hale Community Energy LLC,,,04-09-2015,18.59,28-09-2015,19.16,39312.5,0.63,47752192.17,Completed
17-09-2015,2014,ED,Consolidated Edison Inc,350 MW AC Panoche Valley Solar Farm,CalCEF Clean Energy Fund,,,04-09-2015,43.08,28-09-2015,46.59,15830.43,0.44,3155617.468,Completed
01-09-2015,2014,DUK,Duke Energy Corp,211-MW Mesquite Creek wind farm,,,,21-08-2015,51.57,11-09-2015,45.95,36046.73,0.65,126000000.5,Completed
25-08-2015,2014,PEG,Public Service Enterprise Group Inc,Columbia Solar Project,Hanergy Thin Film Power Group Ltd,,,14-08-2015,30.74,04-09-2015,27.76,14248.49,0.52,15460148.51,Completed
18-08-2015,2014,SUN,Sunoco LP,Motor fuel distribution business,Alta East Inc,57,,07-08-2015,14.37,28-08-2015,15.83,2226.58,0.72,14686.52745,Completed
17-08-2015,2014,ACN,Accenture PLC,Schlumberger Business Consulting unit,Schlumberger NV,,,06-08-2015,88.34,27-08-2015,82.02,55456.19,3.81,49665.42,Completed
04-08-2015,2014,DNOW,DNOW Inc,Challenger Industries Inc/ND,,,,24-07-2015,18.39,14-08-2015,17.19,1756.52,1.42,97738.82833,Completed
03-08-2015,2014,NEE,NextEra Energy Inc,NET Midstream LLC,,1588,,23-07-2015,19.9,13-08-2015,21.23,43189.54,0.63,47752192.17,Completed
28-07-2015,2014,DUK,Duke Energy Corp,20MW Seville I & 30MW Seville II Projects,Kruger Inc,,,17-07-2015,48.92,07-08-2015,49.97,37758.31,0.65,126000000.5,Completed
15-07-2015,2014,SUN,Sunoco LP,Susser Holdings Corp,ETP Legacy LP,1940,12.83,02-07-2015,17.79,27-07-2015,15.38,2187.86,0.72,14686.52745,Completed
15-07-2015,2014,KMI,Kinder Morgan Inc,Elba Liquefaction Co LLC,Shell PLC,200,,02-07-2015,22.97,27-07-2015,21.28,50444.98,0.93,2751693.024,Completed
13-07-2015,2014,BKH,Black Hills Corp,Black Hills Gas Holdings LLC,"General Electric Capital Corp,Alinda Capital Partners LLC (Fund: Alinda Infrastructure Fund I LP)",,,02-07-2015,32.06,23-07-2015,28.7,2330.96,0.98,3567900.977,Completed
09-07-2015,2014,DUK,Duke Energy Corp,Sumitomo Corp and Duke Energy Mesquite Creek Wind Farm,Sumitomo Corp,,,26-06-2015,47.21,20-07-2015,48.72,38243.65,0.65,126000000.5,Completed
08-07-2015,2014,SU,Suncor Energy Inc,Poplar Creek cogeneration facilities,TransAlta Corp,,,26-06-2015,19.9,20-07-2015,18.57,23831.87,0.91,9526346.235,Completed
02-07-2015,2014,VRN,Veren Inc,Coral Hill Energy Ltd,,205.94,,19-06-2015,16.32,13-07-2015,13.5,9402.62,1.25,2025040.878,Completed
30-06-2015,2014,DNOW,DNOW Inc,Odessa Pumps & Equipment Inc,,,,19-06-2015,21.73,10-07-2015,19.74,2104.23,1.42,97738.82833,Completed
30-06-2015,2014,PEG,Public Service Enterprise Group Inc,755 MW Keys Energy Center,Ares Management Corp,,,19-06-2015,29.37,10-07-2015,29.56,14030.6,0.52,15460148.51,Completed
29-06-2015,2014,BLDP,Ballard Power Systems Inc,Ballard Unmanned Systems Inc,,,,18-06-2015,2.33,09-07-2015,1.42,640.76,-24.69,2369.339492,Completed
18-06-2015,2014,AWK,American Water Works Co Inc,Keystone Clearwater Solutions LLC,Rex Energy Corp,130,,05-06-2015,42.12,29-06-2015,40.58,8155.79,0.73,66422.0797,Completed
17-06-2015,2014,DUK,Duke Energy Corp,Stellar Energy GP Inc,Soligent Holdings Inc,,,05-06-2015,48.44,29-06-2015,47.11,37732.51,0.65,126000000.5,Completed
16-06-2015,2014,EXC,Exelon Corp,Demand Response Assets,Demand Response Partners Inc,,,05-06-2015,16.86,26-06-2015,16.2,17238.5,0.6,16786459.26,Completed
08-06-2015,2014,DUK,Duke Energy Corp,Osprey Energy Center,Calpine Corp,,,28-05-2015,50.5,18-06-2015,49.57,37407.22,0.65,126000000.5,Completed
04-06-2015,2014,CVE,Cenovus Energy Inc,North American Terminal Operations/CA,Chemtrade Electrochem Inc,60.12,,22-05-2015,14.63,15-06-2015,13.81,24886.34,0.26,5560377.824,Completed
01-06-2015,2014,EPD,Enterprise Products Partners LP,EFS Midstream LLC,"Reliance Industries Ltd,Pioneer Natural Resources Co",2150,,21-05-2015,16.99,11-06-2015,15.79,35081.43,1.89,498.1449791,Completed
