Announce Date,Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status,Company Name
20-06-2016,TVE.TO,Tamarack Valley Energy Ltd,"Redwater central oil battery,Southern Alberta light oil pool",,85,,Completed,Tamarack Valley Energy Ltd
20-06-2016,NEE,NextEra Energy Inc,Indiantown Cogeneration LP,Calypso Energy Holdings LLC,,,Completed,NextEra Energy Inc
17-06-2016,WSP.TO,WSP Global Inc,Industrial water consultancy business,Schlumberger NV,,,Completed,WSP Global Inc
16-06-2016,BLK,BlackRock Inc,211-megawatt wind farm,General Electric Co,,,Completed,BlackRock Inc
15-06-2016,DYN,Dynegy Inc,Atlas Power LLC,Energy Capital Partners LLC,750,,Completed,Dynegy Inc
14-06-2016,PARR,Par Pacific Holdings Inc,Hermes Consolidated LLC,Black Elk Refining LLC,271.4,,Completed,Par Pacific Holdings Inc
13-06-2016,PWR,Quanta Services Inc,TC Backhoe & Directional LP,Enterprise Group Inc,13.23,,Completed,Quanta Services Inc
09-06-2016,AR,Antero Resources Corp,Portion of Marcellus Shale Property,Southwestern Energy Co,450,,Completed,Antero Resources Corp
08-06-2016,EFVIF,EF EnergyFunders Ventures Inc,Polk County Wells,,6.3,,Completed,EF EnergyFunders Ventures Inc
07-06-2016,0GY.DU,Gear Energy Ltd,Striker Exploration Corp,,43.56,,Completed,Gear Energy Ltd
06-06-2016,8001.T,ITOCHU Corp,Digital Networks Group Inc,,,,Completed,ITOCHU Corp
06-06-2016,C1JT.F,Arrow Exploration Corp,Deventa Energy Inc,,,,Completed,Arrow Exploration Corp
02-06-2016,TOBAF,TAAT Global Alternatives Inc,Texas Panhandle,Ponderosa Energy LLC/TX,0.5,,Completed,TAAT Global Alternatives Inc
01-06-2016,NVAX,NOV Inc,"Petro Tools Holding AS,Trican Completion Solutions Ltd,Tricon Completion Solutions LLC,Trican Completion Solutions LLC/Russia",Trican Well Service Ltd,40.85,,Completed,NOV Inc
31-05-2016,EVRG,Evergy Inc,Great Plains Energy Inc,,8739.61,9.54,Completed,Evergy Inc
31-05-2016,FTXP,Foothills Exploration Inc,Foothills Petroleum Inc,,,,Completed,Foothills Exploration Inc
26-05-2016,PUCCF,Carolina Rush Corp,Jefferson Gold project in South Carolina,"AI/ML Innovations Inc,Pageland Minerals Ltd,Appalachian Resources LLC",0.1,,Completed,Carolina Rush Corp
25-05-2016,SING,Singlepoint Inc,Draftfury Inc,,,,Completed,Singlepoint Inc
23-05-2016,VATE,INNOVATE Corp,2 CNG Stations,Southwestern Energy Co,,,Completed,INNOVATE Corp
20-05-2016,SIE.V,Sienna Resources Inc,Clayton Valley Deep Basin Lithium Brine Projec,Pure Energy Minerals Ltd,,,Completed,Sienna Resources Inc
19-05-2016,NOVT,Novanta Inc,Reach Technology Inc,,9.4,,Completed,Novanta Inc
17-05-2016,PFRRF,PetroFrontier Corp,Certain Assets,Kasten Energy Inc,17.49,,Completed,PetroFrontier Corp
17-05-2016,POET,POET Technologies Inc,BB Photonics Inc,,1.89,,Completed,POET Technologies Inc
16-05-2016,RRC,Range Resources Corp,Range Resources-Louisiana Inc,,4287.41,,Completed,Range Resources Corp
16-05-2016,LMR.V,Lomiko Metals Inc,La Loutre & Lac Des Iles Property,Quebec Precious Metals Corp,0.18,,Completed,Lomiko Metals Inc
13-05-2016,TRAGF,TeraGo Inc,Hosting business/AirVM Inc,HyAlto Inc,,,Completed,TeraGo Inc
12-05-2016,VM3.F,Vulcan Minerals Inc,Colchester Copper Gold Project,,,,Completed,Vulcan Minerals Inc
10-05-2016,WCP.TO,Whitecap Resources Inc,Premium Oil Assets,Husky Energy Inc,459.4,,Completed,Whitecap Resources Inc
10-05-2016,ENGI.PA,Engie SA,Green Charge Networks Energy Services LLC,,58.05,,Completed,Engie SA
10-05-2016,N8HP.F,Cerro de Pasco Resources Inc,9 mineral exploration properties,21Alpha Gold Resources,0.15,,Completed,Cerro de Pasco Resources Inc
10-05-2016,H2T.F,Hansen Technologies Ltd,PPLSolutions LLC,PPL Corp,,,Completed,Hansen Technologies Ltd
09-05-2016,AMLI,American Lithium Corp,1065604 BC Ltd,,1.01,,Completed,American Lithium Corp
06-05-2016,PNPN.V,Power Metallic Mines Inc,Lynn & Parrsboro & Bass River projects,Cogonov Inc,1.41,,Completed,Power Metallic Mines Inc
05-05-2016,22F.SG,Firan Technology Group Corp,Printed circuit technology business,Teledyne Technologies Inc,9.3,,Completed,Firan Technology Group Corp
04-05-2016,VIASP,Via Renewables Inc,Major Energy Services LLC,National Gas & Electric LLC,40,,Completed,Via Renewables Inc
04-05-2016,VIASP,Via Renewables Inc,Provider Power LLC,,28,,Completed,Via Renewables Inc
04-05-2016,TDY,Teledyne Technologies Inc,Universal Systems Ltd,,,,Completed,Teledyne Technologies Inc
03-05-2016,FPE3D.XC,FUCHS SE,White Oils & Food Machinery Lubricants Business,Chevron Corp,,,Completed,FUCHS SE
02-05-2016,EQT,EQT Corp,Statoil gas production assets,Equinor ASA,407,,Completed,EQT Corp
02-05-2016,SES.TO,Secure Waste Infrastructure Co,Petrolama Energy Canada Inc,,42.71,,Completed,Secure Waste Infrastructure Co
02-05-2016,DUK,Duke Energy Corp,6 North Carolina Solar Projects,Community Energy Solar LLC,,,Completed,Duke Energy Corp
02-05-2016,EXC,Exelon Corp,Integrated Demand Resources Business,Johnson Controls Inc,,,Completed,Exelon Corp
29-04-2016,DNOW,DNOW Inc,"Power Service Inc/WY,Industrial Tool & Repair Inc",,,,Completed,DNOW Inc
28-04-2016,FET,Forum Energy Technologies Inc,Wholesale completion packer business,Tejas Holdings,,,Completed,Forum Energy Technologies Inc
27-04-2016,SU,Suncor Energy Inc,Syncrude Canada Ltd,Murphy Oil Corp,741.54,,Completed,Suncor Energy Inc
26-04-2016,SR,Spire Inc,Spire EnergySouth Inc,Sempra,390,,Completed,Spire Inc
25-04-2016,AMID,American Midstream Partners LP,"Delta House,Tri-State Wilprise NGL & Destin Pipeline",ArcLight Capital Partners LLC,225,,Completed,American Midstream Partners LP
25-04-2016,AMID,American Midstream Partners LP,Gulf of Mexico Pipelines,Chevron Corp,2.7,,Completed,American Midstream Partners LP
25-04-2016,8001.T,ITOCHU Corp,Uoriki Fresh Inc,,1.97,,Completed,ITOCHU Corp
21-04-2016,MLN.F,Mineral Hill Industries Ltd,Global Environomic Systems Corp,,,,Completed,Mineral Hill Industries Ltd
20-04-2016,PF6.DU,Parkland Corp,Propane assets/PKI,101025267 Saskatchewan Ltd,3.8,,Completed,Parkland Corp
19-04-2016,NVAC.F,Banpu PCL,Chaffee Corners Join Exploration Agreement operation/Marcellus Shale,,112,,Completed,Banpu PCL
15-04-2016,SUN,Sunoco LP,Convenience store portfolio,Valentine Stores Inc,76.4,,Completed,Sunoco LP
14-04-2016,FDN.BE,EnerSys,Certain Assets,Enser Corp The/FL,,,Completed,EnerSys
13-04-2016,SUN,Sunoco LP,"Rattlers C-Store Chain,Wholesale Motor Fuel Distribution Business/Kolkhorst Petroleum",Kolkhorst Petroleum Co,,,Completed,Sunoco LP
13-04-2016,TDY,Teledyne Technologies Inc,Quantum Data Inc,,,,Completed,Teledyne Technologies Inc
12-04-2016,XEL,Xcel Energy Inc,"Rush Creek Wind Energy LLC,Rush Creek Wind Energy II LLC",Invenergy Wind Development North America LLC,,,Completed,Xcel Energy Inc
11-04-2016,KEL.TO,Kelt Exploration Ltd,Alberta production assets,,14.58,,Completed,Kelt Exploration Ltd
08-04-2016,WG.L,John Wood Group PLC,Ingenious Inc/United States,,,,Completed,John Wood Group PLC
07-04-2016,TDY,Teledyne Technologies Inc,Frontline Test Equipment Inc,,,,Completed,Teledyne Technologies Inc
06-04-2016,DUK,Duke Energy Corp,Two solar projects/North Carolina,ET Capital Ltd,,,Completed,Duke Energy Corp
05-04-2016,NGG,National Grid PLC,Certain Assets,Entergy Corp,0.44,,Completed,National Grid PLC
04-04-2016,FCGD,First Colombia Gold Corp,Singa Energy Solutions LLC,,,,Completed,First Colombia Gold Corp
30-03-2016,EPAC,Enerpac Tool Group Corp,FourQuest MENAC,FourQuest Energy Inc,64.3,,Completed,Enerpac Tool Group Corp
24-03-2016,AMTX,Aemetis Inc,Exclusive rights to patented technology,LanzaTech Inc,,,Completed,Aemetis Inc
20-03-2016,600759.SS,Geo-Jade Petroleum Corp,Bankers Petroleum Ltd,,506.53,4.32,Completed,Geo-Jade Petroleum Corp
18-03-2016,MFC,Manulife Financial Corp,475 MW Kings Mountain gas-fired generating plant,Nord-Trondelag Elektrisitetsverk FKF,,,Completed,Manulife Financial Corp
17-03-2016,TRP,TC Energy Corp,Columbia Pipeline Group Inc,,12026.25,18,Completed,TC Energy Corp
17-03-2016,PBA,Pembina Pipeline Corp,Midstream assets/Paramount,Paramount Resources Ltd,427.56,,Completed,Pembina Pipeline Corp
15-03-2016,MPLX,MPLX LP,Inland marine assets,Marathon Petroleum Corp,580.81,,Completed,MPLX LP
10-03-2016,PF6.DU,Parkland Corp,Propane Nord-Ouest Inc,,22.5,,Completed,Parkland Corp
07-03-2016,EGDFF,Energold Drilling Corp,Cros-Man Direct Underground Ltd,,2.64,,Completed,Energold Drilling Corp
02-03-2016,MKRYF,Manitok Energy Inc,Natural gas assets/Carseland,,3.53,,Completed,Manitok Energy Inc
01-03-2016,NIBE-B.ST,Nibe Industrier AB,Heatron Inc,,,,Completed,Nibe Industrier AB
26-02-2016,WTXR,West Texas Resources Inc,TW Lee Unit1/Texas,Two Eagles Resources Inc,0.02,,Completed,West Texas Resources Inc
25-02-2016,ENGI.PA,Engie SA,OpTerra Energy Group Inc,Oaktree Capital Group LLC,,,Completed,Engie SA
24-02-2016,ARET,Arete Industries Inc,"Oil & Gas properties/Kansas,Oil & Gas properties/Nebraska",,1.18,,Completed,Arete Industries Inc
23-02-2016,EIX,Edison International,Eneractive Solutions LLC,,,,Completed,Edison International
23-02-2016,EIX,Edison International,Delta Energy Services LLC,,,,Completed,Edison International
22-02-2016,SU,Suncor Energy Inc,Canadian Oil Sands Ltd,,488.07,7.08,Completed,Suncor Energy Inc
12-02-2016,YUMAQ,Yuma Energy Inc,Davis Petroleum Corp,"Evercore Capital Partners LP,Bain Capital Credit LP,Red Mountain Capital Partners LLC",,,Completed,Yuma Energy Inc
11-02-2016,WKC,World Kinect Corp,Aviation fueling operations,Exxon Mobil Corp,260,,Completed,World Kinect Corp
08-02-2016,ARGW,Argus Worldwide Corp,Rights of Dynamicon Solar Kinetic System,N1 Technologies Inc,,,Completed,Argus Worldwide Corp
03-02-2016,CLH,Clean Harbors Inc,Re-refinery facility/Churchill County,Vertex Energy Inc,35,,Completed,Clean Harbors Inc
02-02-2016,TOU.TO,Tourmaline Oil Corp,Interest in the West Edson area of the Alberta Deep Basin,,130.46,,Completed,Tourmaline Oil Corp
02-02-2016,TWMIF,Tidewater Midstream and Infrastructure Ltd,Deep Basin and central Alberta gas processing facilities assets,AltaGas Ltd,62.34,,Completed,Tidewater Midstream and Infrastructure Ltd
02-02-2016,PEG,Public Service Enterprise Group Inc,Martin County solar energy facility/North Carolina,EcoPlexus Inc,40,,Completed,Public Service Enterprise Group Inc
02-02-2016,ZDC.V,Zedcor Inc,Zedcor Oilfield Rentals Ltd,,21,,Completed,Zedcor Inc
02-02-2016,WWPW,Wind Works Power Corp,6.9MW windfarm,,,,Completed,Wind Works Power Corp
01-02-2016,D,Dominion Energy Inc,Dominion Energy Questar Corp,,5965.44,9.98,Completed,Dominion Energy Inc
01-02-2016,7BP.F,Bangchak Corp PCL,"BCPG Japan Corp,SunEdison Japan Debt Financing Pte Ltd,SunEdison TK Investor 1 Pte Ltd",SunEdison Inc,79.53,,Completed,Bangchak Corp PCL
01-02-2016,BBLSQ,Petrolia Energy Corp,Askarii Resources LLC,,0.05,,Completed,Petrolia Energy Corp
29-01-2016,8H1.SG,Hydro One Ltd,Hydro One Sault Ste. Marie LP,Brookfield Infrastructure Partners LP,373,,Completed,Hydro One Ltd
29-01-2016,CNP,CenterPoint Energy Inc,Continuum Retail Energy Services LLC,Continuum Energy LLC,77.5,,Completed,CenterPoint Energy Inc
28-01-2016,TAER,Tarsier Ltd,Demansys Energy Inc,,,,Completed,Tarsier Ltd
27-01-2016,ENB,Enbridge Inc,Montney natural gas assets/CA,Murphy Oil Corp,382.68,,Completed,Enbridge Inc
27-01-2016,MUR,Murphy Oil Corp,Fossil fuel assets/Athabasca Oil Corp,Athabasca Oil Corp,345.69,,Completed,Murphy Oil Corp
20-01-2016,ENSV,Enservco Corp,water management assets,"HII Technologies Inc,WET Oilfield Services LLC",4,,Completed,Enservco Corp
20-01-2016,EXC,Exelon Corp,Bluestream Wind Project,Sir Robert McAlpine Ltd,,,Completed,Exelon Corp
20-01-2016,8058.T,Mitsubishi Corp,CIMA Energy Ltd,CIMA Energy Holdings LLC,,,Completed,Mitsubishi Corp
20-01-2016,OAK-PA,Oaktree Capital Group LLC,Solarrus Corp,,,,Completed,Oaktree Capital Group LLC
18-01-2016,POR,General Electric Co,2 Midwestern windfarms,Enel Green Power SpA,74,,Completed,General Electric Co
15-01-2016,T6UP.F,Altamira Gold Corp,Alta Floresta Gold Ltd,,,,Completed,Altamira Gold Corp
11-01-2016,ED,Consolidated Edison Inc,OCI Solar San Antonio 7 LLC,OCI Holdings Co Ltd,0.19,,Completed,Consolidated Edison Inc
07-01-2016,WQ6.MU,Condor Energies Inc,Marsa Energy Inc,,2.79,,Completed,Condor Energies Inc
06-01-2016,HON,Honeywell International Inc,UOP Russell LLC,,240,,Completed,Honeywell International Inc
06-01-2016,CAPL,CrossAmerica Partners LP,31 Franchise Holiday stores/Wisconsin & Minnesota,S/s/g Corp,48.5,,Completed,CrossAmerica Partners LP
05-01-2016,MDU,MDU Resources Group Inc,Thunder Spirit Wind Farm Phase I,ALLETE Inc,200,,Completed,MDU Resources Group Inc
05-01-2016,MATR.TO,Mattr Corp,Lake Superior Consulting LLC,,,,Completed,Mattr Corp
05-01-2016,8001.T,ITOCHU Corp,Wild Things LLC,Mission Ready Solutions Inc,,,Completed,ITOCHU Corp
04-01-2016,TWMIF,Tidewater Midstream and Infrastructure Ltd,3 deep cut gas processing facilities,,,,Completed,Tidewater Midstream and Infrastructure Ltd
31-12-2015,EIX,Edison International,Altenex LLC,,,,Completed,Edison International
23-12-2015,HE,Hawaiian Electric Industries Inc,Hamakua Energy Partners LP,Ares Management Corp,84.5,,Completed,Hawaiian Electric Industries Inc
23-12-2015,OAO.JO,Oando PLC,Oando Energy Resources Inc,,59.89,6.47,Completed,Oando PLC
23-12-2015,GIFI,Gulf Island Fabrication Inc,Leevac Shipyards LLC,,20,,Completed,Gulf Island Fabrication Inc
23-12-2015,Z620.SG,Trillion Energy International Inc,Unnamed Target,Tiway Oil AS,2.1,,Completed,Trillion Energy International Inc
21-12-2015,HEI,HEICO Corp,Robertson Fuel Systems LLC,American Securities LLC,255,,Completed,HEICO Corp
21-12-2015,WG.L,John Wood Group PLC,Kelchner Inc,,,,Completed,John Wood Group PLC
18-12-2015,BP,BP PLC,San Juan Basin assets,Devon Energy Corp,,,Completed,BP PLC
17-12-2015,DNOW,DNOW Inc,Updike Supply Co,,,,Completed,DNOW Inc
11-12-2015,EQNR,Equinor ASA,Eagle Ford basin,Repsol SA,,,Completed,Equinor ASA
10-12-2015,CEU.TO,CES Energy Solutions Corp,Sialco Materials Ltd,,,,Completed,CES Energy Solutions Corp
08-12-2015,KEMIRA.HE,Kemira Oyj,Polymer Services LLC,,,,Completed,Kemira Oyj
07-12-2015,DVN,Devon Energy Corp,"80 thousand net acres/Anadarko Basin,253 thousand net acres/Powder River Basin","Felix Energy LLC,Unknown Seller",2500,,Completed,Devon Energy Corp
07-12-2015,VWS.CO,Vestas Wind Systems A/S,UpWind Solutions Inc,,60,,Completed,Vestas Wind Systems A/S
07-12-2015,PRVL.XC,Porvair PLC,TEM's goodwill business & trading assets,Tem Filter Co,,,Completed,Porvair PLC
07-12-2015,PTRC,Petro River Oil Corp,Horizon I Investments LLC,,,,Completed,Petro River Oil Corp
04-12-2015,D5LA.F,Hotel Fast SSE AB,8 Wattenberg horizontal wells,PEDEVCO Corp,,,Completed,Hotel Fast SSE AB
03-12-2015,WG.L,John Wood Group PLC,Infinity Construction Services LP,,150,,Completed,John Wood Group PLC
02-12-2015,SNPW,Sun Pacific Holding Corp,Exo: Exo Inc,,1.36,,Completed,Sun Pacific Holding Corp
30-11-2015,BIP,"Brookfield Infrastructure Partners LP,Kinder Morgan Inc",Natural Gas Pipeline Co of America LLC,Myria Holdings Inc,242,,Completed,"Brookfield Infrastructure Partners LP,Kinder Morgan Inc"
30-11-2015,TKECY,"Tokyo Electric Power Co Holdings Inc,Ares Management LLC (Fund: United States Power Fund III LP)",St Joseph Energy Center,,,,Completed,"Tokyo Electric Power Co Holdings Inc,Ares Management LLC (Fund: United States Power Fund III LP)"
26-11-2015,MATR.TO,Mattr Corp,Tubular inspection & management,AECOM,26.71,,Completed,Mattr Corp
25-11-2015,VSSYW,Versus Systems Inc,Versus LLC,,,,Completed,Versus Systems Inc
19-11-2015,EEENF,88 Energy Ltd,Icewine acreage/Alaska,,4.74,,Completed,88 Energy Ltd
17-11-2015,ALE,ALLETE Inc,A&W Technologies Inc,,9,,Completed,ALLETE Inc
16-11-2015,SUN,Sunoco LP,"Sunoco LLC,Legacy Sunoco retail business/",ETP Legacy LP,2397.5,,Completed,Sunoco LP
16-11-2015,D,Dominion Energy Inc,80 MW Solar Facility,Iberdrola SA,,,Completed,Dominion Energy Inc
12-11-2015,GTE,Gran Tierra Energy Inc,Petroamerica Oil Corp,,85.77,,Completed,Gran Tierra Energy Inc
12-11-2015,KCG.MU,Trailbreaker Resources Ltd,Petro One Energy Corp,,0.15,,Completed,Trailbreaker Resources Ltd
11-11-2015,TRMB,Trimble Inc,Telog Instruments Inc,,,,Completed,Trimble Inc
09-11-2015,PNE.TO,Pine Cliff Energy Ltd,Natural Gas Assets Viking Area,,139.32,,Completed,Pine Cliff Energy Ltd
06-11-2015,SPWRQ,SunPower Corp,Solaire Generation Inc,,,,Completed,SunPower Corp
05-11-2015,BNRD.XC,Brenntag SE,JAM Distributing Co LLC,Ridgemont Partners Management LLC,440,,Completed,Brenntag SE
04-11-2015,SD,SandRidge Energy Inc,Niobrara Shale Oil Assets,EE3 LLC,190,,Completed,SandRidge Energy Inc
03-11-2015,TRGP,Targa Resources Corp,Targa Resources Partners LP,,11378.48,11.2,Completed,Targa Resources Corp
02-11-2015,GPRE,Green Plains Inc,Hereford Renewable Energy LLC,Murphy USA Inc,94,,Completed,Green Plains Inc
29-10-2015,YAR.OL,Yara International ASA,Chemical Holdings Pty Ltd,Apache Corp,391,,Completed,Yara International ASA
29-10-2015,PF6.DU,Parkland Corp,Uhlich Enterprises Inc,,,,Completed,Parkland Corp
29-10-2015,CAVR,CAVU Resources Inc,Resourcing Edge Inc,,,,Completed,CAVU Resources Inc
26-10-2015,DUK,Duke Energy Corp,Piedmont Natural Gas Co Inc,,6536.09,13.88,Completed,Duke Energy Corp
23-10-2015,IMRFF,iMetal Resources Inc,Mineral properties in Quebec,Skyworld Overseas Holdings Ltd,0.02,,Completed,iMetal Resources Inc
23-10-2015,TGC0.F,TGS ASA,Digital Petrodata LLC,,,,Completed,TGS ASA
22-10-2015,DUK,Duke Energy Corp,Phoenix Energy Technologies Inc,"Bluff Point Associates Corp,Five Peaks Capital Management",,,Completed,Duke Energy Corp
15-10-2015,SEPJY,Spectris PLC,Spectraseis Inc,,,,Completed,Spectris PLC
14-10-2015,ATD.TO,Alimentation Couche-Tard Inc,Texas Star Investments Inc,LTL Holdings Ltd LLP,,,Completed,Alimentation Couche-Tard Inc
14-10-2015,ENGI.PA,Engie SA,Retroficiency Inc,Point Judith Management Co LLC,,,Completed,Engie SA
13-10-2015,PKY1.SG,ORLEN SA,Kicking Horse Energy Inc,,259.99,32.76,Completed,ORLEN SA
13-10-2015,PKY1.SG,ORLEN SA,FX Energy Inc,,94.7,,Completed,ORLEN SA
12-10-2015,USDP,USD Partners LP,Casper Crude to Rail LLC,"Stonepeak Partners LP,Cogent Energy Solutions LLC,Granite Peak Industries Cos",225,,Completed,USD Partners LP
09-10-2015,POR,General Electric Co,Blade Dynamics Ltd,,,,Completed,General Electric Co
08-10-2015,TRP,TC Energy Corp,Ravenswood/Ironwood/Ocean State Power and Kibby Wind,Talen Energy Corp,657,,Completed,TC Energy Corp
05-10-2015,SU,Suncor Energy Inc,Canadian Oil Sands Ltd,,4809.92,11.8,Completed,Suncor Energy Inc
05-10-2015,XIFR,XPLR Infrastructure LP,Jericho Wind Energy Center/ON,NextEra Energy Resources LLC,504,,Completed,XPLR Infrastructure LP
05-10-2015,SD,SandRidge Energy Inc,Pinon Gathering Co LLC,EIG Global Energy Partners LLC,126,,Completed,SandRidge Energy Inc
02-10-2015,CSIQ,Canadian Solar Inc,3 operating solar projects,KKR Group Co Inc,204.52,,Completed,Canadian Solar Inc
02-10-2015,PF6.DU,Parkland Corp,2 Service Stations/ND,,0.01,,Completed,Parkland Corp
01-10-2015,MTL.TO,Mullen Group Ltd,Courtesy Freight Systems Ltd,,8.89,,Completed,Mullen Group Ltd
01-10-2015,SUN,Sunoco LP,Hawaii assets of MFM Inc,MFM Inc,,,Completed,Sunoco LP
30-09-2015,PBF,PBF Energy Inc,Torrance Refinery & Related Logistics Assets,Exxon Mobil Corp,537.5,,Completed,PBF Energy Inc
30-09-2015,BLK,BlackRock Inc,Longhorn Wind Project LLC,Electricite de France SA,,,Completed,BlackRock Inc
28-09-2015,BGM,BG Group Ltd,"Block El1123,Block EL1126,Block EL1125",Repsol SA,,,Completed,BG Group Ltd
27-09-2015,AFSIA,AmTrust Financial Services Inc,Republic Cos Inc,"Delek Group Ltd,Republic Insurance Holdings LLC",218,,Completed,AmTrust Financial Services Inc
25-09-2015,AEU.HA,Prysmian SpA,Gulf Coast Downhole Technologies LLC,,45,,Completed,Prysmian SpA
23-09-2015,I93.SG,Indorama Ventures PCL,Ethane cracker,Occidental Petroleum Corp,,,Completed,Indorama Ventures PCL
22-09-2015,000027.SZ,Shenzhen Energy Group Co Ltd,CPT Wyndham Holdings Ltd,"Unnamed Buyer,NewQuest Capital Advisors Ltd (Fund: NewQuest Asia Fund I LP),Tsing Capital (Fund: China Environment Fund III),NewQuest Capital Advisors Ltd (Fund: NewQuest Asia Fund II LP),Junya Investment HK Ltd,Asia Pacific Energy Investment Ltd",542.6,,Completed,Shenzhen Energy Group Co Ltd
21-09-2015,ALA.TO,AltaGas Ltd,GWF Energy Holdings LLC,Highstar Capital LP,642,,Completed,AltaGas Ltd
18-09-2015,AM,Antero Midstream Partners LP,Integrated water business,Antero Resources Corp,1050,,Completed,Antero Midstream Partners LP
