Announce Date,Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status,Company Name
21-03-2017,TUSK,Mammoth Energy Services Inc,Sturgeon Acquisitions LLC,"Gulfport Energy Operating Corp,Wexford Capital LP,Rhino Resource Partners LP",,,Completed,Mammoth Energy Services Inc
20-03-2017,21K0.SG,Australian Oil Co Ltd,5 operated natural gas wells,,,,Completed,Australian Oil Co Ltd
15-03-2017,EPD,Enterprise Products Partners LP,Azure natural gas gathering system,Azure Midstream Partners LP,189,,Completed,Enterprise Products Partners LP
15-03-2017,WINKF,Windfall Geotek Inc,Diagnos mining division,DIAGNOS Inc/Canada,0.8,,Completed,Windfall Geotek Inc
13-03-2017,NEXT,NextDecade Corp,NextDecade LLC,"York Capital Management LP,Valinor Management LP,Halcyon Energy Corp Pte Ltd",,,Completed,NextDecade Corp
10-03-2017,OWRDF,One World Lithium Inc,Lithium Investments Ltd,,0.74,,Completed,One World Lithium Inc
09-03-2017,CRC.BE,Canadian Natural Resources Ltd,Athabasca Oil Sands Project & Peace River Complex in-situ assets/Canada,Shell PLC,8162.21,,Completed,Canadian Natural Resources Ltd
09-03-2017,BTC-USD,"Canadian Natural Resources Ltd,Shell PLC",Marathon Oil Canada Corp,Marathon Oil Corp,2500,,Completed,"Canadian Natural Resources Ltd,Shell PLC"
07-03-2017,BN,Brookfield Corp,TerraForm Power Inc,,4724.71,17.98,Completed,Brookfield Corp
07-03-2017,BN,Brookfield Corp,TerraForm Global Inc,,954.09,11.64,Completed,Brookfield Corp
07-03-2017,EXTR,Extreme Networks Inc,Networking business of Avaya,Avaya Holdings Corp,100,,Completed,Extreme Networks Inc
03-03-2017,TOBAF,TAAT Global Alternatives Inc,Texas Panhandle properties,Ponderosa Energy LLC/TX,1.3,,Completed,TAAT Global Alternatives Inc
03-03-2017,CA09352R1055.SG,Blende Silver Corp,"BCGold Corp Gold Hill Gold Mine,BCGOld Corp Engineer Gold Mine",NEO Battery Materials Ltd,0.26,,Completed,Blende Silver Corp
02-03-2017,FANG,Diamondback Energy Inc,Brigham Resources LLC,"Yorktown Partners LLC (Fund: Yorktown Energy Partners IX LP),Warburg Pincus LLC (Fund: Warburg Pincus Private Equity XI LP),Pine Brook Road Partners LLC (Fund: Pine Brook Capital Partners II LP)",2550,,Completed,Diamondback Energy Inc
02-03-2017,FAT.CN,Foremost Clean Energy Ltd,Winston Gold project,"Southwest Exploration Inc,Redline Minerals Inc",0.31,,Completed,Foremost Clean Energy Ltd
01-03-2017,MPLX,MPLX LP,Certain terminal pipeline & storage assets,Marathon Petroleum Corp,2015,,Completed,MPLX LP
01-03-2017,BP,BP PLC,Renewable natural gas business/Clean Energy Fuels Corp,Clean Energy Fuels Corp,155,,Completed,BP PLC
28-02-2017,0OJ4.L,Egide SA,Santier Inc,"Pegasus Capital Group SA,Courtney Group LLC/The",,,Completed,Egide SA
27-02-2017,NEL.OL,NEL ASA,Proton Energy Systems Inc,F9 Investments LLC,70,,Completed,NEL ASA
24-02-2017,DEC,Diversified Energy Co PLC,Producing gas & oil wells/Ohio & Pennsylvania,,1.75,,Completed,Diversified Energy Co PLC
24-02-2017,DYN,Dynegy Inc,W H Zimmer Power Plant,American Electric Power Co Inc,,,Completed,Dynegy Inc
22-02-2017,PTCO,PetroGas Co,Oil & gas leases/OK,,,,Completed,PetroGas Co
22-02-2017,PWM.V,Power Metals Corp,Coyote Project,,,,Completed,Power Metals Corp
22-02-2017,SD,SandRidge Energy Inc,13100 acres in Stack Formation,"Red Mountain Energy Corp/United States,IOG Capital LP",,,Completed,SandRidge Energy Inc
21-02-2017,CPX.TO,Capital Power Corp,Thermal Power Business/Veresen,Veresen Inc,380.1,,Completed,Capital Power Corp
14-02-2017,09N.F,Prairie Provident Resources Inc,Oil assets/Northern Alberta,,41,,Completed,Prairie Provident Resources Inc
14-02-2017,PRQ.TO,Petrus Resources Ltd,Certain oil & natural gas interests/Ferrier area,,,,Completed,Petrus Resources Ltd
13-02-2017,SPB.TO,Superior Plus Corp,Canwest Propane ULC,Gibson Energy Inc,435,,Completed,Superior Plus Corp
13-02-2017,SPB.TO,Superior Plus Corp,Industrial Propane business,Gibson Energy Inc,315.02,,Completed,Superior Plus Corp
13-02-2017,MPLX,MPLX LP,Ozark pipeline,Enbridge Energy Partners LP,220,,Completed,MPLX LP
10-02-2017,SR,Spire Inc,PULS Inc,,,,Completed,Spire Inc
09-02-2017,EQT,EQT Corp,53400 core net Marcellus acres,Talos Energy Inc,527,,Completed,EQT Corp
06-02-2017,MAHA-A.ST,Maha Energy AB,Gran Tierra Finance Luxembourg Sarl,Gran Tierra Energy Inc,37.57,,Completed,Maha Energy AB
06-02-2017,EROSF,Eros Resources Corp,Flaxcombe Heavy oil field,Westcore Energy Ltd,1.22,,Completed,Eros Resources Corp
06-02-2017,21K0.SG,Australian Oil Co Ltd,13 operated natural gas wells,ABA Energy Corp,0.78,,Completed,Australian Oil Co Ltd
02-02-2017,BNRD.XC,Brenntag SE,Pipeline & chemicals services business segment,Greene's Energy Group LLC,,,Completed,Brenntag SE
02-02-2017,MUFG,"Mitsubishi UFJ Financial Group Inc,Allianz Capital Partners GmbH",Great Western wind park,Electricite de France SA,,,Completed,"Mitsubishi UFJ Financial Group Inc,Allianz Capital Partners GmbH"
01-02-2017,OKE,ONEOK Inc,ONEOK Partners LP,,17377.65,11.54,Completed,ONEOK Inc
01-02-2017,WEC,WEC Energy Group Inc,Bluewater gas storage facility,Plains All American Pipeline LP,230,,Completed,WEC Energy Group Inc
30-01-2017,BWEN,Broadwind Inc,Red Wolf Co LLC,,,,Completed,Broadwind Inc
30-01-2017,PTCO,PetroGas Co,6 oil & gas wells,,,,Completed,PetroGas Co
27-01-2017,TRGP,Targa Resources Corp,Certain Assets,Silver Hill Energy Partners LLC,484,,Completed,Targa Resources Corp
27-01-2017,ENB,Enbridge Inc,Midcoast Energy Partners LP,Enbridge Energy Partners LP,170.21,200.98,Completed,Enbridge Inc
26-01-2017,PWM.V,Power Metals Corp,Lithium Oilfield Brine project portfolio,,1,,Completed,Power Metals Corp
25-01-2017,ALA.TO,AltaGas Ltd,WGL Holdings Inc,,6289.42,14.84,Completed,AltaGas Ltd
25-01-2017,PTCO,PetroGas Co,Oil and gas leases/US,DOI Bureau of Land Management,,,Completed,PetroGas Co
24-01-2017,CJ.TO,Cardinal Energy Ltd,Certain Assets,Craft Oil Ltd,40.57,,Completed,Cardinal Energy Ltd
23-01-2017,TRGP,Targa Resources Corp,"Outrigger Delaware Operating LLC,Outrigger Southern Delaware Operating LLC,Outrigger Midland Operating LLC",Outrigger Energy LLC,565,,Completed,Targa Resources Corp
19-01-2017,ED,Consolidated Edison Inc,Juhl Energy Services Inc,Juhl Energy Inc,,,Completed,Consolidated Edison Inc
19-01-2017,ED,Consolidated Edison Inc,Ross Solar Group LLC,,,,Completed,Consolidated Edison Inc
18-01-2017,NVAC.F,Banpu PCL,Certain Assets,Chief Exploration & Development LLC,63,,Completed,Banpu PCL
17-01-2017,XOM,Exxon Mobil Corp,Unnamed Target,,5600,,Completed,Exxon Mobil Corp
16-01-2017,756.SG,Cassiar Gold Corp,Bayonne & Sheep Creek properties/Salmo,Yellowstone Resources Ltd,0.72,,Completed,Cassiar Gold Corp
11-01-2017,ENEL.MI,Enel SpA,Demand Energy Networks Inc,,40.12,,Completed,Enel SpA
11-01-2017,ALPP,Alpine 4 Holdings Inc,Horizon Well Testing LLC,,5.5,,Completed,Alpine 4 Holdings Inc
10-01-2017,DUK,Duke Energy Corp,"Rio Bravo I/CA,Rio Bravo II/CA,Wildwood Solar II/CA",SunPower Corp,,,Completed,Duke Energy Corp
09-01-2017,FET,Forum Energy Technologies Inc,Cooper Valves LP,,14.5,,Completed,Forum Energy Technologies Inc
06-01-2017,INVX,Innovex International Inc,Technologies Alliance Inc/The,,20,,Completed,Innovex International Inc
05-01-2017,BLDP,Ballard Power Systems Inc,Ballard Power Systems Europe A/S,Dansk Industri Invest A/S,,,Completed,Ballard Power Systems Inc
04-01-2017,AR,Antero Resources Corp,Ohio Utica assets/Warrior South Area,Rex Energy Corp,30,,Completed,Antero Resources Corp
04-01-2017,MCB.TO,McCoy Global Inc,3PS Inc,Pason Systems Inc,6.1,,Completed,McCoy Global Inc
04-01-2017,3PS.F,Pason Systems Inc,Verdazo Analytics Inc,,,,Completed,Pason Systems Inc
03-01-2017,ORA,Ormat Technologies Inc,Viridity Energy Inc,"Private Investor,Braemar Energy Ventures (Fund: Braemar Energy Ventures II LP),AltEnergy LLC,Intel Capital Corp (Fund: Intel Capital AppUp Fund)",35,,Completed,Ormat Technologies Inc
30-12-2016,EOLU-B.ST,Eolus Vind AB,Wind Wall Development LLC,ZCF Wind Wall LLC,0.46,,Completed,Eolus Vind AB
29-12-2016,RZREF,Razor Energy Corp,Razor Energy Corp/CA,,,,Completed,Razor Energy Corp
21-12-2016,SKP.V,Strikepoint Gold Inc,Yukon Portfolio,IDM Mining Ltd,2.98,,Completed,Strikepoint Gold Inc
21-12-2016,2INV.F,2invest AG,CBS Scientific Co Inc,,0.9,,Completed,2invest AG
20-12-2016,NGL,NGL Energy Partners LP,Certain oil and gas assets/Oklahoma,Murphy Energy Corp,51,,Completed,NGL Energy Partners LP
20-12-2016,ATO,Atmos Energy Corp,Natural gas transportation pipeline,EnLink Midstream Partners LP,,,Completed,Atmos Energy Corp
19-12-2016,TWMIF,Tidewater Midstream and Infrastructure Ltd,Brazeau River complex gas plant and pipelines,,22.4,,Completed,Tidewater Midstream and Infrastructure Ltd
16-12-2016,BLX.TO,Boralex Inc,Yellow Falls Small Hydro Plant Canada,,74.3,,Completed,Boralex Inc
16-12-2016,EDE.XA,Eden Innovations Ltd,New Colorado property,,1.52,,Completed,Eden Innovations Ltd
15-12-2016,CAT,Caterpillar Inc,Kemper Valve & Fittings Corp,,,,Completed,Caterpillar Inc
14-12-2016,FANG,Diamondback Energy Inc,"Brigham Resources Operating LLC,Brigham Resources Midstream LLC",,2408.02,,Completed,Diamondback Energy Inc
14-12-2016,G2U0.MU,Gulfport Energy Operating Corp,Scoop assets,Vitruvian II Woodford LLC,1850.42,,Completed,Gulfport Energy Operating Corp
14-12-2016,ATH.TO,Athabasca Oil Corp,Canadian Thermal Oil assets,Equinor ASA,535.48,,Completed,Athabasca Oil Corp
14-12-2016,FCEL,FuelCell Energy Inc,1.4 MW Fuel cell power plant/US,,,,Completed,FuelCell Energy Inc
13-12-2016,PTEN,Patterson-UTI Energy Inc,Seventy Seven Energy Inc,,1363.9,,Completed,Patterson-UTI Energy Inc
13-12-2016,MTRX,Matrix Service Co,Houston Interests LLC,,46,,Completed,Matrix Service Co
13-12-2016,CA74022D4075.SG,Precision Drilling Corp,Service rig business,Essential Energy Services Ltd,21.34,,Completed,Precision Drilling Corp
13-12-2016,PTCO,PetroGas Co,4 oil & gas wells/Roberts County Texas,,,,Completed,PetroGas Co
07-12-2016,SPLP-PA,Steel Partners Holdings LP,Steel Excel Inc,,67.33,,Completed,Steel Partners Holdings LP
07-12-2016,NRIS,Norris Industries Inc,3D Seismic 350-acre leasehold,,,,Completed,Norris Industries Inc
06-12-2016,TDY,Teledyne Technologies Inc,Hanson Research Corp,,,,Completed,Teledyne Technologies Inc
05-12-2016,IEI.V,Imperial Equities Inc,149 Street Business Centre/Edmonton,,7.4,,Completed,Imperial Equities Inc
02-12-2016,SLI,Standard Lithium Ltd,Moab Minerals Corp,,1.15,,Completed,Standard Lithium Ltd
30-11-2016,KWR,Quaker Chemical Corp,Quaker Houghton Canada Inc,,11.93,,Completed,Quaker Chemical Corp
30-11-2016,WTXR,West Texas Resources Inc,Oil & gas leases/Texas,,,,Completed,West Texas Resources Inc
28-11-2016,PR,Permian Resources Corp,Leasehold interests & upstream assets/Reeves County/US,Silverback Exploration LLC,855,,Completed,Permian Resources Corp
28-11-2016,BIIO,Bionovate Technologies Corp,Human Energy Alliance Laboratories Corp,,,,Completed,Bionovate Technologies Corp
23-11-2016,TOT.TO,Total Energy Services Inc,Savanna Energy Services Corp,,324.75,,Completed,Total Energy Services Inc
23-11-2016,BTE,Baytex Energy Corp,Oil Sands Leases/Alberta,,48.2,,Completed,Baytex Energy Corp
22-11-2016,BTE,Baytex Energy Corp,Heavy oil assets/Peace River,,48.28,,Completed,Baytex Energy Corp
21-11-2016,PEG,Public Service Enterprise Group Inc,Northampton County solar energy facility/ North Carolina,BayWa r.e. GmbH,12.94,,Completed,Public Service Enterprise Group Inc
18-11-2016,ALE,ALLETE Inc,Water & Energy Systems Technology Inc,,,,Completed,ALLETE Inc
16-11-2016,COPEC.SN,Empresas Copec SA,"Exxonmobil Ecuador Cia Ltda,Exxonmobil Andean Holding LLC",Exxon Mobil Corp,747,,Completed,Empresas Copec SA
15-11-2016,SM,SM Energy Co,Producing properties & Undeveloped leasehold interests/Howard County,,,,Completed,SM Energy Co
10-11-2016,CEN-H.V,Claren Energy Corp,Petroleum exploration licenses 112 & 444,Perseville Investing Inc,2,,Completed,Claren Energy Corp
08-11-2016,EMR,Emerson Electric Co,Blending & Transfer Systems business,TechnipFMC PLC,,,Completed,Emerson Electric Co
04-11-2016,BKH,Black Hills Corp,Peak View Wind project,,109,,Completed,Black Hills Corp
03-11-2016,BLX.TO,Boralex Inc,Niagara Region wind farm project,Enercon GmbH,173.49,,Completed,Boralex Inc
03-11-2016,0IUS.L,Genie Energy Ltd,Retail Energy Holdings LLC,,9.5,,Completed,Genie Energy Ltd
02-11-2016,TVE.TO,Tamarack Valley Energy Ltd,Spur Resources Ltd,,308.94,,Completed,Tamarack Valley Energy Ltd
02-11-2016,TGEN,Tecogen Inc,American DG Energy Inc,,25.1,,Completed,Tecogen Inc
02-11-2016,TDY,Teledyne Technologies Inc,Assets of IN USA Inc,IN USA Inc,,,Completed,Teledyne Technologies Inc
01-11-2016,CCI,Crown Castle Inc,"Unnamed Target,Fibernet Direct Florida LLC",NextEra Energy Inc,1500,,Completed,Crown Castle Inc
01-11-2016,OXY,Occidental Petroleum Corp,Enhanced Oil Recovery Assets/Texas,,,,Completed,Occidental Petroleum Corp
31-10-2016,CNP,CenterPoint Energy Inc,Atmos Energy Marketing LLC,Atmos Energy Corp,40,,Completed,CenterPoint Energy Inc
31-10-2016,NEE,NextEra Energy Inc,Oncor Electric Delivery Co LLC,Texas Energy Future Capital Holdings LLC,27,6.93,Completed,NextEra Energy Inc
31-10-2016,POR,General Electric Co,Baker Hughes Co,,,,Completed,General Electric Co
27-10-2016,PF6.DU,Parkland Corp,PNE Corp,,17,,Completed,Parkland Corp
27-10-2016,PF6.DU,Parkland Corp,3 service stations,Seven-Eleven Japan Co Ltd,,,Completed,Parkland Corp
25-10-2016,EQT,EQT Corp,Trans Energy Inc,,47.18,,Completed,EQT Corp
25-10-2016,EQT,EQT Corp,35 Marcellus wells,"Trans Energy Inc,Alpha Natural Resources Inc",,,Completed,EQT Corp
24-10-2016,AMID,American Midstream Partners LP,AMID Merger LP,,304.34,30.41,Completed,American Midstream Partners LP
20-10-2016,TOU.TO,Tourmaline Oil Corp,"Alberta Deep Basin,NEBC Montney Complex",Shell PLC,1032.1,,Completed,Tourmaline Oil Corp
19-10-2016,OII,Oceaneering International Inc,Blue Ocean Technologies LLC,,30,,Completed,Oceaneering International Inc
19-10-2016,VSOLF,Three Sixty Solar Ltd,Paradox north property,"Unknown Seller,Sustainable Capital Corp",0.23,,Completed,Three Sixty Solar Ltd
19-10-2016,DDEJF,Dundee Corp,Tender Choice Foods Inc,,,,Completed,Dundee Corp
18-10-2016,SM,SM Energy Co,35700 acres in the Midland Basin/West Texas/US,Qstar LLC,1607.27,,Completed,SM Energy Co
18-10-2016,CHRD,Chord Energy Corp,Williston Basin assets/Texas,SM Energy Co,765.8,,Completed,Chord Energy Corp
18-10-2016,BES.V,Braille Energy Systems Inc,Braille Holdings Inc,Grafoid Inc,1.53,,Completed,Braille Energy Systems Inc
18-10-2016,PMPG,Premier Products Group Inc,Satic Inc,,,,Completed,Premier Products Group Inc
17-10-2016,DK,Delek US Holdings Inc,Alon USA Energy Inc,,792.06,27.23,Completed,Delek US Holdings Inc
17-10-2016,INVX,Innovex International Inc,TIW Corp,,143,,Completed,Innovex International Inc
13-10-2016,PUL.V,Pulse Oil Corp,Hydrate Resources Corp,,2.12,,Completed,Pulse Oil Corp
13-10-2016,BNRD.XC,Brenntag SE,Lubricants Business/Noco Inc,NOCO Inc/NY,,,Completed,Brenntag SE
12-10-2016,SUN,Sunoco LP,Retail convenience store assets & wholesale fuel business,Denny Oil Co,53,,Completed,Sunoco LP
07-10-2016,FK2.DU,Expro Group Holdings NV,Blackhawk Group Holdings Inc,"Management Group,Bain Capital Private Equity LP (Fund: Bain Capital Fund X LP)",307.26,,Completed,Expro Group Holdings NV
07-10-2016,SRE,Sempra,Spire Mississippi Inc,,,,Completed,Sempra
05-10-2016,CRBO,Carbon Energy Corp,Natural gas wells and gathering facilities assets,,9,,Completed,Carbon Energy Corp
04-10-2016,SLSDF,Select Sands Corp,OPS's dry plant & assets,Ozark Premium Sand LLC,3.32,,Completed,Select Sands Corp
03-10-2016,GPRE,Green Plains Inc,"Fleischmann's Vinegar Co Inc,SCI Ingredients Holdings Inc",Stone Canyon Industries LLC,258.3,,Completed,Green Plains Inc
29-09-2016,MKRYF,Manitok Energy Inc,Light oil & NGLs assets/Willisden Green area,,10.28,,Completed,Manitok Energy Inc
29-09-2016,NJR,New Jersey Resources Corp,6.3 megawatt medicine bow onshore wind farm,,,,Completed,New Jersey Resources Corp
28-09-2016,4YJ0.MU,Spartan Delta Corp,Alberta oil and gas assets/CA,,0.22,,Completed,Spartan Delta Corp
26-09-2016,TRP,TC Energy Corp,Columbia Pipeline Partners LP,,2155.05,3.21,Completed,TC Energy Corp
26-09-2016,DTE,DTE Energy Co,"Stonewall Gas Gathering LLC,Appalachia Gathering system","M3 Midstream LLC,Vega Energy Partners LLC",1300,,Completed,DTE Energy Co
22-09-2016,PWM.V,Power Metals Corp,Case Lake lithium property,,1.02,,Completed,Power Metals Corp
22-09-2016,BBLSQ,Petrolia Energy Corp,Twin Lakes San Andres Unit,Whistler Ventures LLC,0.35,,Completed,Petrolia Energy Corp
19-09-2016,ABRA.V,AbraSilver Resource Corp,Huayra Minerals Corp,,,,Completed,AbraSilver Resource Corp
15-09-2016,NRG,NRG Energy Inc,Wind and solar assets,SunEdison Inc,144,,Completed,NRG Energy Inc
14-09-2016,CLN.SW,Clariant AG,Kel-Tech Inc/Texas,Arsenal Capital Partners LP,,,Completed,Clariant AG
14-09-2016,PTEN,Patterson-UTI Energy Inc,Warrior Rig Ltd,,,,Completed,Patterson-UTI Energy Inc
13-09-2016,8001.T,ITOCHU Corp,Etonic brand,,,,Completed,ITOCHU Corp
13-09-2016,AEPT,American Energy Partners Inc,Hydration Co of PA LLC,,,,Completed,American Energy Partners Inc
09-09-2016,TTE,TotalEnergies SE,Upstream Barnett Shale Assets,Expand Energy Corp,420,,Completed,TotalEnergies SE
09-09-2016,BNRD.XC,Brenntag SE,Mayes County Petroleum Products Inc,,15.5,,Completed,Brenntag SE
07-09-2016,DUK,Duke Energy Corp,4.7 MW solar farms/Georgia,SolAmerica Energy LLC,,,Completed,Duke Energy Corp
06-09-2016,ENB,Enbridge Inc,Spectra Energy Corp,,42223.61,19.8,Completed,Enbridge Inc
06-09-2016,EOG,EOG Resources Inc,Yates Petroleum Corp,,2393.44,,Completed,EOG Resources Inc
05-09-2016,0KD2.L,Tubos Reunidos SA,Rotary Drilling Tools USA LLC,"CSL Capital Management LLC (Fund: CSL Energy Opportunities Fund I LP),OFS Energy Fund LLC (Fund: OFS Energy Fund II LP)",21.86,,Completed,Tubos Reunidos SA
31-08-2016,CEIN,Camber Energy Inc,Producing properties/Lucas Energy Inc,Segundo Resources LLC,82.3,,Completed,Camber Energy Inc
29-08-2016,COPEC.SN,Empresas Copec SA,Mapco Express Inc,Delek US Holdings Inc,535,,Completed,Empresas Copec SA
29-08-2016,HGHAF,High Arctic Energy Services Inc,Tervita Production Services Division,Tervita Corp/Old,32.84,,Completed,High Arctic Energy Services Inc
28-08-2016,3GY.MU,GCL Technology Holdings Ltd,Certain Assets,SunEdison Inc,150,,Completed,GCL Technology Holdings Ltd
27-08-2016,KEP.BA,Korea Electric Power Corp,Alamosa solar generating plant,Cogentrix Solar Holdings LLC,34.75,,Completed,Korea Electric Power Corp
26-08-2016,7F4.SG,Tenaz Energy Corp,Low Decline Oil assets/Alberta,,3.08,,Completed,Tenaz Energy Corp
26-08-2016,CVX,Chevron Corp,SKIL businesses/North America & Europe,Robert Bosch Stiftung GmbH,,,Completed,Chevron Corp
22-08-2016,PF6.DU,Parkland Corp,CST Brands Canadian business,Alimentation Couche-Tard Inc,745.27,,Completed,Parkland Corp
22-08-2016,GPRE,Green Plains Inc,Ethanol Plants/IL,Abengoa SA,237,,Completed,Green Plains Inc
22-08-2016,KEP.BA,Korea Electric Power Corp,Alamosa Solar Generating Project,Carlyle Group Inc/The,,,Completed,Korea Electric Power Corp
18-08-2016,X0V.HA,M3 Metals Corp,3 claims in Blackwater Region,TTM Resources Inc,0.03,,Completed,M3 Metals Corp
18-08-2016,AFPW,AlumiFuel Power Corp,Staffing business unit,Labor Smart Inc,,,Completed,AlumiFuel Power Corp
17-08-2016,SHEL,Shell PLC,2 properties/Potter,,0.65,,Completed,Shell PLC
15-08-2016,8H1.SG,Hydro One Ltd,Orillia Power Distribution Corp,Corp of The City of Orillia,20.4,,Completed,Hydro One Ltd
15-08-2016,SHEL,Shell PLC,2 properties in Potter & Center townships,,5.5,,Completed,Shell PLC
11-08-2016,SBOX,Superbox Inc,New Fuel Systems Inc,,17.29,,Completed,Superbox Inc
09-08-2016,CWEN,Clearway Energy Inc,CVSR Holdco LLC,NRG Energy Inc,574.5,,Completed,Clearway Energy Inc
09-08-2016,EXC,Exelon Corp,James A. FitzPatrick nuclear power plant/Scriba,Entergy Corp,110,,Completed,Exelon Corp
08-08-2016,SM,SM Energy Co,Rock Oil Holdings LLC,Riverstone Holdings LLC,980,,Completed,SM Energy Co
08-08-2016,JLM.BE,Jericho Energy Ventures Inc,Central Oklahoma leaseholds,EnerVest Ltd,3.9,,Completed,Jericho Energy Ventures Inc
03-08-2016,ALPEKA.MX,Alpek SAB de CV,Selenis Canada Inc,Imatosgil Investimentos SGPS SA,,,Completed,Alpek SAB de CV
02-08-2016,EGY,VAALCO Energy Inc,Etame Marin Permit,Sojitz Corp,,,Completed,VAALCO Energy Inc
01-08-2016,TSLA,Tesla Inc,Tesla Energy Operations Inc/DE,,5319.16,,Completed,Tesla Inc
01-08-2016,RIG,Transocean Ltd,Transocean Partners LLC,,240.96,17.91,Completed,Transocean Ltd
01-08-2016,AR,Antero Resources Corp,Non-core Southern Marcellus onshore assets/US,Equinor ASA,96,,Completed,Antero Resources Corp
01-08-2016,CEU.TO,CES Energy Solutions Corp,Catalyst Oilfield Services 2016 LLC,,,,Completed,CES Energy Solutions Corp
29-07-2016,BRK-B,Berkshire Hathaway Inc,Foremost Renewables LLC,,,,Completed,Berkshire Hathaway Inc
27-07-2016,FTK,Flotek Industries Inc,International Polymerics Inc,,11.25,,Completed,Flotek Industries Inc
27-07-2016,EXC,Exelon Corp,Retail electricity & natural gas business,Consolidated Edison Inc,,,Completed,Exelon Corp
26-07-2016,GMED,Globus Medical Inc,Alphatec international operations,Alphatec Holdings Inc,80,,Completed,Globus Medical Inc
26-07-2016,DUK,Duke Energy Corp,Intercession P11,Southern Co/The,,,Completed,Duke Energy Corp
25-07-2016,ROYL,Royale Energy Inc,Matrix Oil Corp,,41.5,,Completed,Royale Energy Inc
20-07-2016,P3K.MU,Pantheon Resources PLC,West West Double A and West Double A,,9,,Completed,Pantheon Resources PLC
15-07-2016,CAPL,CrossAmerica Partners LP,59 fee gas stations sites,State Oil Co,43.1,,Completed,CrossAmerica Partners LP
14-07-2016,VTLE,Vital Energy Inc,9200 net acres/Midland basin,,125,,Completed,Vital Energy Inc
14-07-2016,CRON,Cronos Group Inc,Peace Naturals Project Inc,,12.64,,Completed,Cronos Group Inc
14-07-2016,NRIS,Norris Industries Inc,Texas Gulf Coast Assets/Houston,,2,,Completed,Norris Industries Inc
14-07-2016,VM3.F,Vulcan Minerals Inc,Lizard Pond Gold Property,,,,Completed,Vulcan Minerals Inc
13-07-2016,FANG,Diamondback Energy Inc,Southern Delaware basin assets,Luxe Energy LLC,560,,Completed,Diamondback Energy Inc
13-07-2016,PGPM,Pilgrim Petroleum Corp,Bakken Eagle Ford and Woodford Shale assets,,330,,Completed,Pilgrim Petroleum Corp
12-07-2016,SES.TO,Secure Waste Infrastructure Co,La Glace and Judy Creek Facilities,,20.55,,Completed,Secure Waste Infrastructure Co
12-07-2016,VLO,Valero Energy Corp,Parkway Pipeline LLC,Kinder Morgan Inc,,,Completed,Valero Energy Corp
07-07-2016,PR,Permian Resources Corp,Centennial Resource Development LLC,"NGP Energy Capital Management LLC,Unnamed Seller",175,,Completed,Permian Resources Corp
07-07-2016,KEY.TO,Keyera Corp,Bellatrix O'Chiese Nees-Ohpawganuck deep-cut gas plant,Bellatrix Exploration Ltd,86.57,,Completed,Keyera Corp
07-07-2016,CLSK,Cleanspark Inc,Certain Assets/ CleanSpark Holdings,CleanSpark Holdings LLC,18.93,,Completed,Cleanspark Inc
06-07-2016,X0V.HA,M3 Metals Corp,Aspen Gold Property,,0.08,,Completed,M3 Metals Corp
05-07-2016,XIFR,XPLR Infrastructure LP,"199-MW Cedar Bluff Wind Energy Center/Kansas,86-MW Golden Hills Wind Energy Center/California",NextEra Energy Inc,565,,Completed,XPLR Infrastructure LP
01-07-2016,OAK-PA,Oaktree Capital Group LLC,"Array Technologies Inc,Array Technologies Patent Holding Co",,,,Completed,Oaktree Capital Group LLC
30-06-2016,VRN,Veren Inc,"Flat lake resource assets,Waterflood assets",Husky Energy Inc,185.8,,Completed,Veren Inc
30-06-2016,PQEFF,Petroteq Energy Inc,Accord GR Energy Inc,,7.13,,Completed,Petroteq Energy Inc
29-06-2016,MKRYF,Manitok Energy Inc,Raimount Energy Inc,,3.96,,Completed,Manitok Energy Inc
28-06-2016,MDU,MDU Resources Group Inc,Dakota Prairie Refining LLC,Calumet Specialty Products Partners LP,28.5,,Completed,MDU Resources Group Inc
28-06-2016,8001.T,ITOCHU Corp,Purenergy I LLC,,,,Completed,ITOCHU Corp
28-06-2016,EPD,Enterprise Products Partners LP,Gas Plant,BP PLC,,,Completed,Enterprise Products Partners LP
28-06-2016,RBA,RB Global Inc,Sheehan Pipe Line Construction Co,Integrated Pipeline Services Inc,,,Completed,RB Global Inc
24-06-2016,4091.T,Nippon Sanso Holdings Corp,Air Liquide US gas assets,Air Liquide SA,781,,Completed,Nippon Sanso Holdings Corp
23-06-2016,WKC,World Kinect Corp,"PAPCO Inc,Associated Petroleum Products Inc",,230,,Completed,World Kinect Corp
23-06-2016,SUN,Sunoco LP,Emerge's fuels business,Emerge Energy Services LP,178.5,,Completed,Sunoco LP
23-06-2016,CMD.V,Commander Resources Ltd,Exploration assets/British Columbia,Bearing Lithium Corp,0.41,,Completed,Commander Resources Ltd
22-06-2016,CRRDF,Cheetah Canyon Resources Corp,Eastmain River Lithium Project,Zimtu Capital Corp,,,Completed,Cheetah Canyon Resources Corp
21-06-2016,BIR.TO,Birchcliff Energy Ltd,Gordondale assets,Ovintiv Inc,487.88,,Completed,Birchcliff Energy Ltd
21-06-2016,TKGSY,Tokyo Gas Co Ltd,Eagle Ford Shale Gas Project/TX,Virtex Producing Co LP,,,Completed,Tokyo Gas Co Ltd
21-06-2016,8001.T,ITOCHU Corp,Hickory Run Energy LLC,,,,Completed,ITOCHU Corp
